Date,HomeTeam,AwayTeam,HomeGameScore,AwayGameScore,HomePointsScoredLast300Seconds,AwayPointsScoredLast300Seconds,HomePointsScoredLast120Seconds,AwayPointsScoredLast120Seconds,HomePointDifferential,HomeFGDifferential,HomeDRebDifferential,HomeORebDifferential,Home3FGDifferential,HomeBlocksDifferential,HomeStealsDifferential,HomeAssistsDifferential,HomeReboundsDifferential,HomeFreeThrowDifferential,HomeTurnoversDifferential,HomeFoulsDifferential,SecLeft,LambdaWID,PointsScoredRemaining_Home,PointsScoredRemaining_Away
2020-08-11,6,24,120,119,18,19,5,9,1,0.06347825000000001,-4,-9,0.10859725999999997,2,-5,10,-13,3,7,-8,245,13,11,15
2020-03-08,12,13,103,112,10,13,4,6,-9,-0.05292701000000005,-2,6,-0.05990785999999998,-2,-3,-10,4,9,3,-3,0,1,0,0
2019-12-06,16,12,119,91,6,18,2,7,28,0.11324639999999997,3,1,0.1308244,2,2,11,4,2,-6,4,25,4,0,0
2019-10-30,20,24,90,95,13,20,5,9,-5,-0.013620539999999959,2,3,-0.33999999999999997,-6,-2,-4,5,15,2,-11,168,10,9,7
2020-08-08,15,23,96,102,8,11,2,5,-6,0.03550202000000002,-3,-7,-0.09080459999999996,5,1,2,-10,1,2,1,299,14,16,17
2019-10-26,16,15,108,113,8,16,1,6,-5,-0.009832260000000037,-5,-5,-0.07322652999999996,2,2,-12,-10,15,1,-7,240,13,13,8
2020-01-14,0,23,117,108,13,12,2,4,9,0.03030691000000002,2,2,0.2516129,4,-7,5,4,-14,5,5,86,7,6,2
2019-12-18,8,27,96,105,9,5,4,0,-9,0.04560638,3,-3,-0.17613637,0,-2,-5,0,-4,3,-1,232,12,3,7
2020-01-11,6,22,104,84,19,8,9,0,20,0.14479140000000001,14,-4,0.17142857000000003,3,-5,1,10,12,9,1,154,10,5,7
2020-01-08,1,26,107,123,12,15,5,2,-16,-0.13095237999999992,-9,-1,0.021428579999999975,-4,-2,-3,-10,4,1,-2,158,10,7,6
2020-01-11,1,18,138,105,12,6,4,4,33,0.15433671999999998,12,-8,0.15717719999999996,-2,10,0,4,0,-6,4,98,8,2,0
2019-12-10,4,29,107,104,18,13,10,5,3,0.005182059999999988,3,-2,0.052419360000000026,-3,-3,-5,1,-2,2,2,94,8,7,3
2020-01-19,26,15,107,102,12,4,2,2,5,-0.006703130000000002,-3,-1,0.06951870999999998,1,-3,4,-4,4,2,-1,0,1,0,0
2020-01-29,26,28,127,120,12,13,7,7,7,0.12049942000000002,0,-8,-0.11035655000000005,2,1,5,-8,-16,-4,5,3,1,0,0
2019-12-25,9,10,115,101,9,4,3,2,14,0.10762799,10,-3,0.007703070000000034,5,-1,8,7,12,4,-7,32,5,1,3
2019-11-25,5,2,92,97,10,14,4,2,-5,-0.02132352999999998,-3,-2,0.1043771,-5,-3,-3,-5,6,1,-6,292,14,14,11
2019-11-01,11,5,91,83,9,14,2,7,8,0.03111702999999999,0,10,-0.18518518,9,0,-1,10,-6,-5,4,163,10,11,12
2019-11-15,14,28,101,100,12,15,7,5,1,0.058501700000000045,2,-1,0.04999999999999999,0,0,7,1,-19,-2,8,229,12,6,6
2020-01-02,11,7,112,120,8,11,5,5,-8,-0.009530899999999898,-5,-5,0.17230767999999996,1,0,4,-10,-2,0,0,93,8,4,4
2020-02-12,28,15,116,101,13,9,10,2,15,0.04103638999999998,11,5,0.038888900000000004,-1,-4,4,16,7,3,-5,84,7,0,0
2019-12-28,24,13,110,118,9,9,3,3,-8,-0.04338239999999993,-2,-1,0.07843136,1,-2,-13,-3,0,6,-4,212,12,10,10
2020-02-10,11,2,105,106,12,15,4,9,-1,0.08683160000000001,-5,-8,-0.09099097,-4,2,8,-13,-21,-4,6,0,1,0,0
2019-11-13,13,9,119,92,15,5,7,2,27,0.14974185999999995,16,2,0.2352941,-2,0,2,18,-1,2,7,153,10,1,2
2020-01-10,3,11,103,111,20,12,7,8,-8,-0.08661662000000003,-6,-3,0.11671085999999997,-2,-3,-14,-9,0,4,-1,82,7,2,5
2020-08-09,1,21,110,100,9,6,5,6,10,0.019021750000000004,2,1,0.009523810000000021,0,1,13,3,-4,5,0,37,5,2,0
2020-01-28,15,1,101,109,13,12,5,5,-8,-0.09909298,-3,0,-0.11786785000000002,-6,6,-9,-3,7,-4,-1,0,1,0,0
2020-01-28,4,19,81,77,11,7,5,5,4,-0.03616636999999995,-2,9,0.01061007,-3,-1,4,7,8,1,-10,159,10,11,15
2020-08-12,7,12,101,110,7,16,4,6,-9,-0.04545456000000003,-1,3,0.0,1,-5,4,2,-2,4,-7,286,14,10,14
2019-11-10,17,7,81,90,9,8,3,0,-9,-0.05864196000000005,-4,2,-0.24844718999999998,5,0,-5,-2,9,-2,-4,245,13,9,0
2020-01-26,7,10,109,104,9,11,2,2,5,0.03096103,1,-5,0.04910713,-5,3,8,-4,-9,0,3,226,12,8,6
2020-08-09,1,21,107,98,6,7,3,4,9,0.02517581000000002,2,0,0.0,0,1,12,2,-4,5,0,66,7,5,2
2019-11-10,20,16,97,104,12,9,8,4,-7,-0.09013156,-11,1,-0.023648649999999993,1,2,2,-10,2,-4,-2,248,13,22,17
2020-01-02,26,20,103,109,14,15,10,6,-6,-0.043585629999999986,-3,6,0.07333334000000002,2,-6,3,3,-8,4,8,16,4,0,0
2020-09-02,10,20,101,99,10,5,2,3,2,-0.07811948000000002,-4,4,-0.12970429,1,4,-6,0,-3,-7,10,196,11,3,3
2019-12-25,13,12,103,106,7,15,0,4,-3,-0.06389908,-7,0,-0.08928570000000002,5,5,0,-7,-8,-3,4,150,10,3,5
2020-09-02,16,15,114,116,12,8,12,6,-2,-0.021496000000000015,2,10,-0.09777778999999998,-2,-6,-6,12,7,4,-2,0,1,0,0
2020-03-02,19,10,121,115,8,11,3,2,6,0.08888888,20,10,0.05665025000000001,3,-5,1,30,3,5,0,108,8,4,8
2019-12-10,15,0,106,109,10,8,5,2,-3,0.012195100000000014,7,3,-0.11666666000000003,-3,0,-1,10,1,1,-6,284,14,11,8
2020-03-03,13,22,108,99,10,10,0,2,9,0.07996296000000003,3,-2,0.010889289999999996,5,-1,0,1,0,0,1,263,13,12,8
2020-02-05,20,5,99,98,10,11,4,6,1,0.010639969999999999,-2,-4,-0.052173899999999995,4,4,-10,-6,11,-5,-4,175,10,10,5
2019-12-22,27,6,108,107,13,10,4,7,1,-0.0041102500000000375,-3,0,-0.039215679999999975,1,6,-6,-3,2,-8,0,25,4,2,0
2019-10-26,28,25,109,76,9,10,4,3,33,0.19999997000000003,16,-3,0.21999999999999997,-1,1,13,13,-5,3,3,102,8,4,5
2019-12-23,24,18,92,101,1,6,1,0,-9,-0.00849152000000003,-1,-5,-0.29831932,0,0,-6,-6,4,-1,-4,100,8,2,1
2019-10-30,28,12,110,94,13,12,4,3,16,0.06898733000000007,2,-3,0.09469696999999999,1,10,4,-1,4,-7,-5,99,8,0,2
2020-03-01,25,8,106,100,14,19,4,9,6,-0.005906599999999984,-2,10,-0.17142855999999995,3,2,-5,8,2,-4,-4,3,1,0,0
2020-08-17,27,2,121,102,13,9,7,2,19,-0.019400360000000005,-1,1,0.18552631999999997,3,0,-8,0,13,-4,-5,223,12,13,8
2020-08-07,2,25,119,103,8,10,3,8,16,0.06791756999999998,0,-6,0.14294869999999998,-1,6,12,-6,4,-6,-3,36,5,0,3
2019-11-18,6,26,110,107,9,14,1,3,3,0.028849899999999984,1,-9,0.09565220000000002,1,-2,9,-8,7,4,1,77,7,7,3
2019-12-08,15,3,94,95,10,9,3,3,-1,-0.02905983000000001,-1,3,-0.13709675999999998,1,1,-3,2,16,3,-7,15,4,3,2
2019-11-14,16,3,123,115,15,10,9,6,8,0.06971512999999996,7,7,-0.23110463999999997,3,-6,-1,14,20,3,-6,55,6,1,0
2020-08-22,20,10,104,103,13,16,10,5,1,0.0054363599999999734,-2,-1,0.006142499999999995,-1,-1,4,-3,7,-1,-3,9,2,0,1
2020-01-20,24,9,105,109,12,12,0,5,-4,0.0007680600000000148,0,-2,0.009259249999999997,5,-3,-4,-2,1,5,-3,267,13,8,4
2020-01-15,3,29,111,100,12,5,5,3,11,0.05754598000000005,2,1,-0.018518499999999993,-1,3,1,3,-6,-1,2,96,8,4,6
2020-03-01,4,16,70,84,11,11,3,6,-14,-0.061728389999999966,-11,-3,-0.019230770000000008,2,1,1,-14,-6,-6,3,207,11,4,9
2020-01-29,2,8,118,109,7,12,3,6,9,0.012820539999999991,-3,-2,0.055555560000000004,3,0,-1,-5,2,-4,-3,203,11,7,6
2019-11-22,3,15,98,107,22,11,12,4,-9,-0.04128991999999998,-7,3,-0.06072873000000001,0,1,-11,-4,0,-6,4,97,8,10,9
2020-01-22,0,12,90,91,18,11,7,2,-1,-0.08729233999999997,1,13,0.08080807999999998,-4,3,2,14,-18,1,12,245,13,12,4
2020-01-06,26,16,112,98,17,14,7,7,14,0.08933279,13,0,0.18978657999999998,-3,-2,-2,13,5,4,-1,248,13,14,6
2020-02-02,8,7,111,111,4,6,2,2,0,-0.022991500000000054,-3,-2,0.15197956,-5,-2,1,-5,4,1,3,0,1,0,0
2020-02-22,0,6,96,100,13,8,4,5,-4,-0.042169520000000016,0,3,-0.15578285000000003,-6,4,2,3,8,-6,0,246,13,15,7
2020-08-17,12,6,114,110,15,12,10,8,4,0.005329790000000001,-4,6,-0.023748400000000003,1,3,0,2,-8,-10,4,27,4,4,0
2020-08-06,10,13,105,91,11,7,6,2,14,-0.06029410000000002,-9,-5,0.24537036,-2,1,7,-14,-13,-6,8,249,13,8,6
2020-01-06,4,11,91,107,16,16,7,4,-16,-0.059573100000000045,-2,-5,-0.05128206000000002,-3,-5,-9,-7,7,1,-12,141,9,9,8
2020-01-08,1,26,109,126,14,15,5,4,-17,-0.14117650000000004,-10,-1,0.011904769999999953,-4,-2,-3,-11,5,1,-3,108,8,5,3
2019-12-10,15,0,108,111,9,6,2,2,-3,0.011904800000000049,7,3,-0.11784071000000002,-3,0,-2,10,1,1,-6,217,12,9,6
2020-03-02,0,14,85,108,10,15,8,8,-23,-0.19939974,-16,2,-0.1102941,3,-4,-6,-14,-12,3,8,97,8,3,3
2019-12-11,5,10,108,114,6,18,3,7,-6,0.022988499999999967,3,-2,0.014592930000000004,-2,-3,11,1,-3,3,0,26,4,2,2
2019-11-16,6,27,110,102,12,15,8,2,8,0.0,7,5,-0.19423077,2,0,3,12,18,-2,-5,13,3,0,0
2019-10-31,12,26,97,89,6,11,2,2,8,-0.028100789999999987,-1,6,-0.14999999999999997,-4,2,0,5,-1,-7,-3,203,11,6,8
2020-03-06,17,21,118,114,13,7,7,1,4,-0.12617908,-10,3,-0.039215679999999975,-2,0,4,-7,0,-1,2,59,6,0,0
2019-11-23,17,23,88,92,11,7,5,2,-4,0.05736583000000001,3,-3,-0.013556619999999964,6,-6,4,0,-7,6,4,286,14,10,8
2020-02-21,17,1,115,125,10,14,6,6,-10,-0.05406700000000003,-6,-8,0.021026070000000008,4,3,2,-14,-2,-2,1,50,6,2,2
2020-09-07,27,1,89,111,14,14,7,3,-22,-0.10527120000000001,-16,6,-0.023529420000000023,-1,3,-4,-10,-14,1,6,44,5,0,0
2020-01-20,0,27,103,114,14,10,8,2,-11,0.053932919999999995,8,-3,0.034226179999999995,5,-5,-1,5,-4,11,7,102,8,14,8
2019-10-28,18,9,113,132,20,13,10,4,-19,-0.03658783999999998,-11,-8,-0.09767442000000004,5,3,-4,-19,-2,0,-3,121,9,10,2
2019-12-20,15,19,124,104,12,12,6,3,20,0.14118931,15,-4,0.2276498,1,-5,13,11,1,9,-2,159,10,5,10
2019-12-27,15,11,102,103,9,18,2,6,-1,-0.05128205000000002,8,9,-0.023109230000000036,-2,-5,0,17,9,8,-5,287,14,11,9
2020-02-07,23,10,127,91,6,7,2,1,36,0.21726511999999998,20,2,0.25470428,4,2,13,22,1,8,-6,0,1,0,0
2019-11-02,20,18,109,102,10,11,8,4,7,0.015286120000000014,-3,-8,0.03735632,4,-1,-5,-11,-1,-2,-4,181,11,6,2
2020-01-23,2,13,107,123,11,10,8,2,-16,-0.07619697000000003,-8,-1,-0.07539683999999996,-1,4,2,-9,-4,0,2,196,11,6,5
2020-01-04,5,20,104,116,11,11,6,3,-12,0.027030539999999992,0,-11,0.12164749999999996,-4,-2,-4,-11,-7,2,10,44,5,2,5
2020-02-08,23,7,102,108,13,15,6,6,-6,-0.08586246000000003,0,3,-0.10253456,-2,0,3,3,1,-1,-3,155,10,6,9
2020-07-30,18,28,104,104,8,10,5,2,0,-0.015675610000000006,-1,4,0.13137254999999998,-4,1,5,3,-8,0,1,32,5,0,2
2020-09-09,7,12,83,94,14,8,3,2,-11,-0.0177215,3,-4,0.07428570000000001,0,-3,0,-1,0,5,-3,81,7,2,2
2020-08-13,2,24,126,125,12,13,4,6,1,0.09240997000000006,3,-5,0.11317569999999999,1,-3,6,-2,-5,3,2,179,10,7,9
2020-01-21,6,12,105,108,13,16,7,6,-3,0.05108822999999996,1,-8,-0.03671968000000003,5,-2,4,-7,-9,2,7,11,3,2,2
2019-11-25,3,24,91,111,9,4,2,0,-20,-0.08921573999999993,-12,-4,-0.08576998000000002,-1,1,0,-16,-2,1,0,85,7,3,6
2020-02-12,7,13,103,101,11,8,5,6,2,0.020512819999999987,2,-5,0.11904761000000003,-1,3,2,-3,-5,-3,5,202,11,8,10
2020-01-19,7,11,101,104,8,13,4,6,-3,-0.01821571999999999,6,-1,-0.27857142999999995,0,9,-8,5,16,-5,-7,80,7,6,11
2020-09-22,7,13,103,99,4,12,2,1,4,0.009916099999999983,10,5,0.07246377999999998,-1,-3,0,15,4,2,-4,213,12,11,7
2020-09-19,15,1,104,109,21,7,10,2,-5,-0.07494554000000003,-9,1,-0.04615385999999999,5,-3,-6,-8,10,-1,-9,55,6,2,8
2019-11-27,18,13,110,111,15,11,6,5,-1,-0.09789403000000002,0,6,0.10256410000000005,-1,-1,-5,6,9,3,-4,20,4,0,3
2020-08-11,29,16,95,126,7,11,5,4,-31,-0.09610859,-15,2,-0.15225564999999996,3,-4,-11,-13,-5,-4,-5,12,3,3,0
2020-02-12,11,16,104,89,16,7,4,3,15,0.12788459999999996,3,0,0.00240385999999998,-3,3,8,3,-1,-5,-1,238,12,14,22
2020-01-11,7,5,101,107,8,16,2,6,-6,-0.05959941999999996,-11,-1,-0.10810808000000002,3,4,1,-12,11,-9,-8,42,5,2,4
2020-08-02,21,25,120,102,16,13,7,6,18,0.05386179999999996,4,3,0.18757465,2,3,-4,7,17,0,-8,207,11,2,14
2020-08-09,27,14,105,96,10,10,4,2,9,0.06978234999999999,3,-5,0.05128206000000002,4,3,2,-2,12,3,-1,23,4,3,3
2020-01-27,20,6,97,107,12,6,5,2,-10,-0.02268039999999999,-2,-5,0.026038019999999995,1,-1,2,-7,10,1,-4,81,7,0,0
2019-11-06,6,21,98,87,7,7,2,2,11,-0.04723218000000001,-3,1,0.15714287,-9,-6,2,-2,-1,3,-1,268,13,9,6
2020-01-10,6,13,104,123,13,13,3,4,-19,-0.13919414999999996,-9,4,-0.16666666000000002,-2,-2,0,-5,5,2,-8,138,9,10,6
2019-11-08,24,2,112,117,9,17,7,5,-5,-0.007891419999999982,0,-3,-0.08760483999999996,0,-3,-7,-3,-3,1,-2,10,3,3,2
2020-09-06,15,16,107,106,7,7,3,2,1,-0.02596847999999996,-1,-3,0.08088234,-3,-1,5,-4,4,1,-4,21,4,0,1
2020-08-03,29,11,76,100,7,10,3,5,-24,-0.03881984999999999,-3,-2,0.21281466,-4,-2,4,-5,-4,3,0,299,14,7,11
2020-01-24,9,11,108,118,13,15,5,6,-10,-0.062278500000000014,0,1,-0.03787874000000002,0,-10,-2,1,2,10,-1,297,14,10,11
2019-12-21,8,3,99,102,5,7,3,4,-3,-0.04060727999999997,-8,-4,-0.0020899000000000334,-1,5,7,-12,-4,-1,3,283,14,8,17
2019-12-29,7,25,108,104,9,17,0,7,4,-0.0068265399999999365,0,2,-0.07142857000000002,0,1,-7,2,4,2,-3,193,11,12,11
2019-11-08,7,22,88,93,11,4,5,2,-5,-0.017337659999999977,-5,-4,-0.17000000000000004,2,3,-1,-9,-2,-6,1,135,9,12,4
2020-03-10,29,19,122,115,12,18,9,10,7,-0.032407399999999975,0,0,0.043290039999999974,0,-2,-8,0,14,-2,-4,0,1,0,0
2019-12-13,0,11,96,103,9,10,4,4,-7,-0.07471263,-1,6,-0.12777777999999998,4,-2,-5,5,12,1,-3,207,11,4,7
2019-10-31,0,15,97,106,9,9,9,2,-9,-0.06709958000000005,2,7,-0.17249604000000002,-4,-7,-9,9,7,3,-3,24,4,0,0
2020-03-08,2,3,93,84,12,10,5,6,9,0.10880933999999998,20,0,0.12931034000000002,1,-11,2,20,6,21,0,248,13,17,23
2019-11-18,3,16,101,112,2,14,0,3,-11,-0.06210442999999999,-2,6,0.0046619999999999995,-3,-6,2,4,-21,-1,9,67,7,0,3
2020-03-08,25,27,113,115,21,21,10,10,-2,0.0016629699999999858,7,8,-0.11997126999999996,4,-5,-3,15,-1,2,-1,14,3,0,3
2020-08-30,6,12,97,111,5,6,1,0,-14,-0.06129425000000005,-9,0,-0.08201304000000004,1,-3,-2,-9,4,-1,-5,17,4,0,0
2020-08-08,24,12,115,110,10,9,1,0,5,0.01864311000000002,-2,0,-0.009608300000000014,0,0,3,-2,-7,-3,3,99,8,2,12
2019-11-06,8,19,122,102,9,7,1,5,20,0.06946199999999997,10,3,0.06,-3,-2,13,13,3,3,-5,0,1,0,0
2020-09-19,15,1,106,116,18,13,8,8,-10,-0.08949581000000001,-10,2,-0.06708407999999999,5,-3,-6,-8,5,-1,-6,5,2,0,1
2020-08-06,10,13,113,96,11,7,2,3,17,-0.031954890000000014,-7,-7,0.25730994,-1,1,8,-14,-11,-6,7,34,5,0,1
2020-03-08,17,18,100,113,11,10,6,3,-13,-0.08579638,-12,-3,-0.09375,-2,8,-9,-15,1,-8,-2,209,11,7,7
2020-03-03,13,22,118,104,10,5,5,5,14,0.08893561999999999,3,-2,0.009323999999999999,5,0,1,1,-2,-2,1,57,6,2,3
2019-11-04,9,24,111,101,15,7,4,2,10,0.07908949999999998,10,-9,0.10588234000000002,-1,0,14,1,10,4,0,199,11,16,17
2020-08-08,15,23,109,113,15,13,7,8,-4,0.027472529999999995,-5,-9,-0.05147057999999999,5,1,1,-14,3,1,0,37,5,3,6
2019-12-03,12,24,115,91,13,11,8,2,24,0.04333869000000001,2,0,0.23515149999999996,-3,2,7,2,10,-3,-9,169,10,2,6
2019-11-25,9,20,97,93,5,9,3,7,4,-0.027598769999999995,-1,-1,0.12993422,-5,6,2,-2,8,-4,0,92,8,0,7
2019-12-31,27,5,110,92,11,9,4,2,18,0.058943089999999976,2,2,0.18243243999999997,3,-1,9,4,5,-2,-1,117,8,7,5
2019-12-13,28,9,111,106,18,10,10,4,5,0.007680259999999994,0,-7,0.08771929,-4,-4,3,-7,5,1,-5,22,4,3,0
2019-12-30,24,23,114,120,8,18,6,11,-6,-0.020814070000000018,-2,0,-0.14097495999999998,0,-1,-5,-2,-2,-1,1,44,5,2,2
2019-12-12,1,22,109,113,17,18,9,7,-4,-0.033333329999999994,-12,1,-0.13333333000000003,0,0,-3,-11,-4,-5,6,12,3,0,2
2020-01-07,14,17,110,104,18,7,6,4,6,0.06402192999999995,4,-1,-0.05892255000000002,5,1,-2,3,1,-2,-5,129,9,9,8
2020-01-22,27,22,93,90,9,12,2,8,3,0.04184705,3,0,-0.02868218,-4,-2,2,3,-1,0,-2,245,13,14,5
2020-01-26,21,12,94,108,9,12,4,8,-14,-0.09197323999999996,-11,3,-0.20752690000000001,0,6,8,-8,2,-10,-1,91,8,3,4
2020-01-13,24,4,109,108,10,15,2,7,1,0.046511619999999976,6,0,-0.06904763999999997,1,-5,2,6,0,6,2,152,10,6,4
2020-03-08,1,20,104,103,8,6,4,4,1,-0.02397602999999998,0,7,-0.048648650000000015,-2,1,6,7,-15,-4,4,28,4,0,2
2020-02-03,25,17,108,104,14,9,5,4,4,0.07610344999999996,-3,-7,0.17566135,0,-5,1,-10,-2,0,-3,69,7,5,5
2020-02-06,19,21,98,96,18,8,5,2,2,0.006820119999999985,-2,3,0.008097140000000003,-4,2,3,1,-11,-5,2,299,14,7,7
2019-12-28,1,27,96,111,11,10,5,2,-15,-0.11105687000000003,-12,-8,-0.1703854,1,3,-8,-20,18,-7,-15,113,8,1,2
2020-01-20,5,19,76,92,6,11,5,4,-16,-0.12606903999999997,-2,6,0.03461540000000002,-6,-2,-2,4,0,0,-3,298,14,10,14
2019-12-27,4,20,73,82,10,8,0,4,-9,-0.040920259999999986,-5,6,-0.049539180000000016,-1,-2,5,1,-12,-1,-2,236,12,11,12
2020-03-01,18,13,111,113,10,9,5,5,-2,-0.0723009,9,10,-0.1336207,-5,0,1,19,23,3,-15,173,10,3,9
2020-02-05,6,14,97,107,14,6,2,4,-10,-0.20862740000000002,-5,3,-0.12091039999999997,2,0,-6,-2,7,1,-4,279,14,10,7
2020-09-23,15,1,98,95,9,10,3,5,3,-0.07715320000000003,-4,1,-0.06428572999999999,-4,6,-7,-3,3,-10,-2,164,10,14,14
2020-02-13,1,12,114,114,9,14,2,5,0,0.007905169999999961,-1,-5,0.12634409000000002,-6,3,2,-6,-1,0,-2,5,2,0,0
2019-11-14,19,6,101,99,7,4,2,2,2,0.02554945000000003,6,4,0.17849900000000002,-5,-2,-1,10,-22,4,13,73,7,5,4
2019-12-08,15,3,94,95,10,9,3,3,-1,-0.02905983000000001,-1,3,-0.13709675999999998,1,1,-3,2,16,3,-7,15,4,3,2
2019-11-01,2,10,122,114,16,16,8,8,8,0.08595437,14,1,0.34375,3,-5,5,15,-1,8,1,17,4,1,2
2020-02-12,17,4,108,115,13,19,6,11,-7,-0.08125268000000002,-5,2,-0.1260504,3,3,3,-3,-3,-2,3,5,2,0,0
2019-12-31,27,5,110,92,11,9,4,2,18,0.058943089999999976,2,2,0.18243243999999997,3,-1,9,4,5,-2,-1,117,8,7,5
2020-08-21,6,12,122,130,14,10,7,4,-8,-0.016475059999999986,-1,-1,-0.01641585000000001,-2,-1,3,-2,-3,1,0,20,4,0,0
2020-03-06,6,14,118,80,9,10,5,6,38,-0.002503140000000015,-1,5,0.03623188000000005,6,5,2,4,4,-7,-1,54,6,3,0
2019-11-18,10,24,130,104,17,11,8,5,26,0.05487196999999999,9,5,0.10123118999999997,4,2,-5,14,5,-1,-1,87,7,2,4
2019-11-25,5,2,105,106,15,11,8,5,-1,-0.027830860000000013,-4,0,0.09582541,-4,-3,-5,-4,7,1,-6,63,7,1,2
2019-12-04,24,25,119,110,11,7,3,2,9,0.07808988000000006,5,-6,0.16666666000000002,3,-2,2,-1,-3,2,1,183,11,8,6
2020-01-24,20,0,139,108,14,6,8,2,31,0.13084584999999993,12,-4,0.2742857000000001,-2,0,5,8,12,3,-5,22,4,1,3
2020-03-08,19,8,91,79,7,4,2,2,12,0.08029689999999995,5,8,0.039215679999999975,2,2,-6,13,1,-2,-1,134,9,5,5
2020-01-06,4,11,91,107,16,16,7,4,-16,-0.059573100000000045,-3,-5,-0.05128206000000002,-3,-5,-9,-8,7,1,-12,147,9,9,8
2020-01-28,16,29,149,131,18,10,9,3,18,0.07330172000000001,9,0,0.06111112999999996,-3,-3,2,9,2,4,-3,90,8,2,0
2020-01-26,7,10,117,110,10,8,4,2,7,0.018572809999999995,2,-4,0.05952379000000002,-4,4,9,-2,-7,-2,2,26,4,0,0
2019-11-02,20,18,101,98,7,7,0,7,3,0.020986950000000004,-3,-8,0.026939659999999976,4,-1,-5,-11,-3,-2,-3,300,15,14,6
2019-12-16,27,5,130,113,14,9,6,4,17,0.09065653999999995,4,-3,0.14101380000000002,1,1,0,1,2,-3,2,51,6,3,0
2020-08-09,1,21,112,100,11,6,7,2,12,0.024865599999999988,3,1,0.009523810000000021,1,1,13,4,-4,5,0,4,1,0,0
2019-11-05,20,21,97,76,9,6,6,2,21,0.026203220000000027,-6,-8,0.23030303,-2,4,9,-14,-9,-5,4,92,8,5,5
2019-12-19,12,10,113,110,21,9,7,5,3,0.025641000000000025,2,-1,0.07664884,2,3,1,1,-5,-1,6,257,13,4,12
2019-11-11,8,17,104,109,9,2,6,0,-5,-0.06554622000000004,-8,1,0.06451612000000001,-1,2,-1,-7,6,0,-2,147,9,10,11
2019-10-26,19,1,94,118,9,15,7,4,-24,-0.07847297000000003,6,3,-0.10659442000000002,-5,-7,-9,9,3,11,1,47,6,1,0
2019-11-23,4,3,115,116,18,27,10,17,-1,0.09736840000000002,6,-3,-0.03951367,4,-7,-1,3,10,5,-3,0,1,0,0
2019-11-15,21,26,94,99,12,10,8,0,-5,-0.09210527000000002,0,8,-0.043478269999999986,-3,-3,-3,8,17,-1,-9,143,9,7,10
2020-01-16,9,7,110,111,10,13,2,7,-1,-0.012731160000000019,-4,-4,-0.010101020000000016,0,0,1,-8,12,-1,-8,19,4,3,2
2020-01-21,6,12,105,108,13,14,7,6,-3,0.05108822999999996,1,-8,-0.03671968000000003,5,-2,4,-7,-8,2,6,7,2,2,2
2019-11-08,13,15,86,76,6,2,2,0,10,0.08635463999999998,10,3,-0.004056799999999999,2,-4,11,13,-12,7,10,239,12,9,4
2020-01-16,12,21,111,90,12,10,7,2,21,0.10588239999999993,13,4,0.08097166,0,0,1,17,7,0,-7,248,13,11,5
2020-01-06,22,20,120,113,16,12,12,7,7,0.06167294000000001,0,-5,0.08620687999999999,-3,1,14,-5,-13,-2,6,22,4,0,0
2020-02-05,28,7,93,91,9,13,3,7,2,-0.018953860000000045,-3,-4,0.1369991,-4,-2,-1,-7,1,-1,-4,211,12,2,7
2020-01-18,19,22,81,84,7,7,2,0,-3,-0.06046032000000001,-2,8,-0.04947526000000002,-1,-5,-5,6,1,0,-1,248,13,6,6
2020-08-08,15,23,112,117,16,15,8,10,-5,0.021739129999999995,-5,-9,-0.05147057999999999,5,1,1,-14,4,1,-1,12,3,0,2
2020-02-07,22,14,112,90,10,13,0,7,22,0.13182142999999996,10,0,0.31000000000000005,5,-2,10,10,-12,9,11,119,8,7,9
2019-11-18,28,17,97,107,9,19,7,4,-10,-0.10327173,-5,5,0.02162160000000002,-5,0,-2,0,11,-2,-3,90,8,5,5
2019-10-26,16,15,107,113,10,18,3,8,-6,-0.02069779999999999,-6,-5,-0.07322652999999996,1,3,-12,-11,14,0,-7,275,14,14,8
2019-12-06,26,25,89,93,11,9,5,4,-4,0.0,2,-1,0.037037039999999966,3,-1,5,1,-7,2,-2,163,10,11,7
2020-01-10,23,21,98,94,15,10,8,4,4,0.03841116,0,-4,0.040178570000000025,2,1,4,-4,2,0,-2,6,2,0,0
2020-02-28,21,17,122,124,12,14,5,5,-2,0.05172414000000003,14,4,-0.12051647999999998,1,-4,6,18,-2,0,-1,91,8,2,1
2020-08-10,16,27,97,107,20,9,6,5,-10,-0.07215686999999998,-2,0,0.017780970000000007,-1,-6,-2,-2,12,6,-7,282,14,9,7
2020-08-11,22,23,107,117,10,12,5,8,-10,-0.04249210000000003,-8,1,0.04086846000000005,1,1,0,-7,-7,1,2,268,13,10,13
2020-08-17,12,6,106,102,11,8,3,4,4,0.01533650000000003,-3,6,-0.06944444999999999,1,3,-1,3,-12,-10,6,149,9,12,8
2020-03-08,19,8,89,79,7,4,0,2,10,0.07538461999999996,5,8,0.039215679999999975,2,2,-6,13,-1,-2,0,166,10,7,5
2020-01-28,4,19,76,72,6,6,4,2,4,-0.018596469999999976,0,9,0.03076922999999998,-3,-1,5,9,6,2,-7,267,13,16,20
2020-03-03,1,2,106,100,13,16,2,9,6,0.03479853999999999,-9,-4,0.023255799999999993,0,4,2,-13,-8,-8,2,145,9,12,18
